i,이름, 코드, 거래소, koscom_day, naver_day
477,파메틱제약,PMC.HN,하노이 거래소,20230331,20230331
478,인트레스코,ITC.HM,호치민 거래소,20230331,20230331
479,푹틴디자인,PTD.HN,하노이 거래소,20230331,20230331
480,사오방고무,SRC.HM,호치민 거래소,20230331,20230331
481,비글라세라티엔손,VIT.HN,하노이 거래소,20230331,20230331
482,롱장도시개발,LGL.HM,호치민 거래소,20230331,20230331
483,파워 엔지니어링 컨설팅,TV2.HM,호치민 거래소,20230331,20230331
484,다낭출판교육장비,BED.HN,하노이 거래소,20230331,20230331
485,글로벌전력기술,GLT.HN,하노이 거래소,20230331,20230331
486,하이드엉맥주,HAD.HN,하노이 거래소,20230331,20230331
487,비셈시멘트무역,TMX.HN,하노이 거래소,20230331,20230331
488,아메리칸베트남바이오,AMV.HN,하노이 거래소,20230331,20230331
489,아테스코케이터링,ATS.HN,하노이 거래소,20230331,20230331
490,비나코넥스9,VC9.HN,하노이 거래소,20230331,20230331
491,탄남건설투자,CSC.HN,하노이 거래소,20230331,20230331
492,마산그룹,MSN.HM,호치민 거래소,20230331,20230331
493,베트남해양개발,VMS.HN,하노이 거래소,20230331,20230331
494,풋헝건설,PHC.HM,호치민 거래소,20230331,20230331
495,득탄목재,GDT.HM,호치민 거래소,20230331,20230331
496,하이퐁시멘트포장,BXH.HN,하노이 거래소,20230331,20230331
497,전력건설컨설팅3,TV3.HN,하노이 거래소,20230331,20230331
498,탄빈무역,TIX.HM,호치민 거래소,20230331,20230331
499,PV저압가스,PGD.HM,호치민 거래소,20230331,20230331
500,민흐우리엔,MHL.HN,하노이 거래소,20220930,20220930
501,딘부항구개발투자,DVP.HM,호치민 거래소,20230331,20230331
502,비나코민 미네랄 홀딩,KSV.HN,하노이 거래소,20221231,20221231
503,베트남공상증권,VIG.HN,하노이 거래소,20230331,20230331
504,딴키건설부동산,TKC.HN,하노이 거래소,20221231,20221231
505,이노베이티브테크,ITD.HM,호치민 거래소,20230331,20230331
506,릴스세제,LIX.HM,호치민 거래소,20230331,20230331
507,애그리뱅크증권,AGR.HM,호치민 거래소,20230331,20230331
508,탄탄꽁여행,VNG.HM,호치민 거래소,20221231,20221231
509,오션그룹,OGC.HM,호치민 거래소,20230331,20230331
510,하이퐁,DNC.HN,하노이 거래소,20230331,20230331
511,베트남방역,VFG.HM,호치민 거래소,20230331,20230331
512,하노이투자,SHN.HN,하노이 거래소,20230331,20230331
513,다싼부동산서비스,DXG.HM,호치민 거래소,20230331,20230331
