DB_NAME,DB_MARKET,NAME,DESC,MARKET
DCRNU,O,없음,없음,없음,
VRNTV,O,없음,없음,없음,
CRMD,K,CRMD,코메딕스,나스닥 증권거래소,
CGNTV,O,없음,없음,없음,
OSB,없음,OSBC,올드 세컨드 뱅코프,나스닥 증권거래소,
NGHCO,O,없음,없음,없음,
NGHCZ,O,없음,없음,없음,
NGHCP,O,없음,없음,없음,
IFF_w,없음,없음,없음,없음,
DDw,없음,DDWM,WisdomTree Dynamic Currency Hedged Intl Equity,아멕스 증권거래소,
CTRA,K,CTRA,코테라 에너지,뉴욕 거래소,
NTTNP,PK,없음,없음,없음,
VENAU,O,없음,없음,없음,
HFEN,O,없음,없음,없음,
AGGP,K,없음,없음,없음,
AMCI,O,없음,없음,없음,
PCPL,K,없음,없음,없음,
PCPL_u,K,없음,없음,없음,
AMCIU,O,없음,없음,없음,
SALT,K,없음,없음,없음,
YRCW,O,없음,없음,없음,
WSG,O,없음,없음,없음,
FSDC,O,없음,없음,없음,
NUM,없음,NUMG,Nuveen ESG Mid-Cap Growth ETF,아멕스 증권거래소,
CLCT,O,CLCT,컬렉터스 유니버스,나스닥 증권거래소,
VRTU,O,VRTU,버투사,나스닥 증권거래소,
BEAT,O,BEAT,하트빔,나스닥 증권거래소,
INAQU,O,INAQU,Insight Acquisition Units,나스닥 증권거래소,
INAQ,O,INAQ,인사이트 애퀴지션,나스닥 증권거래소,
MCAC,O,MCAC,몬테레이 캐피탈 애퀴지션,나스닥 증권거래소,
EIGI,O,EIGI,인듀어런스 인터내셔널그룹 홀딩,나스닥 증권거래소,
LANDP,O,LANDP,글래드스톤 랜드 우선주 Series C 6.00%,나스닥 증권거래소,
C_ps,없음,없음,없음,없음,
MCACU,O,MCACU,Monterey Capital Acquisition Units,나스닥 증권거래소,
MCACR,O,MCACR,Monterey Capital Acquisition Rights,나스닥 증권거래소,
SCA,없음,SCA,스텔러스 캐피털 인베스트먼트 5.75% Note,뉴욕 거래소,
CEL,없음,CEL,셀컴 이스라엘,뉴욕 거래소,
OBLG,K,OBLG,오블롱,아멕스 증권거래소,
DX_pb,없음,없음,없음,없음,
LGVW_u,K,없음,없음,없음,
LGVW,K,없음,없음,없음,
CTAA,K,없음,없음,없음,
GYC,없음,없음,없음,없음,
XAN,없음,없음,없음,없음,
XAN_pc,없음,없음,없음,없음,
WYND,K,WH,Wyndham Hotels & Resorts Inc,뉴욕 거래소,
TNAV,O,없음,없음,없음,
MRCCL,O,없음,없음,없음,
CVLB,O,없음,없음,없음,
NEWTI,O,NEWTI,NewtekOne 8 00 Fixed Rate Senior Notes due 2028,나스닥 증권거래소,
CBMG,O,없음,없음,없음,
ZAGG,O,없음,없음,없음,
NHA,없음,NHA,하노이 사우스 하우징 앤 어반 디벨롭먼트,호치민 거래소,
IDXG,O,없음,없음,없음,
SNSS,O,없음,없음,없음,
SG,O,SG,255220,코스닥,
EBAYL,O,없음,없음,없음,
NHLD,O,없음,없음,없음,
BRG_pa,없음,없음,없음,없음,
CPAH,O,없음,없음,없음,
TPRE,K,없음,없음,없음,
TFC_pf,없음,없음,없음,없음,
TFC_pg,없음,없음,없음,없음,
TGC,없음,없음,없음,없음,
SBE_u,없음,없음,없음,없음,
WRB_pc,없음,없음,없음,없음,
TRXC,K,없음,없음,없음,
ACIA,O,없음,없음,없음,
LN,없음,LNGG,Roundhill Alerian LNG ETF,아멕스 증권거래소,
GAINM,O,없음,없음,없음,
PRGX,O,없음,없음,없음,
TCP,없음,TCPC,블랙록 TCP 캐피털,나스닥 증권거래소,
DUC,없음,DCO,Ducommun Inc,뉴욕 거래소,
NJV,없음,없음,없음,없음,
ARKIU,O,없음,없음,없음,
CZZ,없음,없음,없음,없음,
ASAI_w,K,없음,없음,없음,
CBD_w,없음,없음,없음,없음,
NPN,없음,없음,없음,없음,
NCB,없음,없음,없음,없음,
MUS,없음,MBIO,Mustang Bio Inc,나스닥 증권거래소,
MUH,없음,없음,없음,없음,
BAF,없음,BAF,바프 베트남 농업,호치민 거래소,
BBK,없음,없음,없음,없음,
OXFD,O,없음,없음,없음,
BMLP,O,BML PR G,뱅크오브아메리카 우선주 시리즈 1,뉴욕 거래소,
PICO,O,Pico Far East Holdings Ltd,00752,홍콩 거래소,
NMFCL,O,없음,없음,없음,
CFII,O,없음,없음,없음,
CFIIU,O,없음,없음,없음,
NK,O,NKGN,NK젠 바이오테크,나스닥 증권거래소,
CSAN_w,K,없음,없음,없음,
OFSSZ,O,없음,없음,없음,
OFSSL,O,없음,없음,없음,
CLA_u,없음,없음,없음,없음,
CLA,없음,CLAR,Clarus Corp,나스닥 증권거래소,
AIZP,K,없음,없음,없음,
MOM,없음,MNTS,Momentus Inc,나스닥 증권거래소,
SOVB,K,없음,없음,없음,
VIE,O,VIEW,뷰,나스닥 증권거래소,
IPV,없음,IPVF,인터프라이빗 III 애퀴지션,아멕스 증권거래소,
IPV_u,없음,없음,없음,없음,
USHG,K,없음,없음,없음,
BANC_pd,K,없음,없음,없음,
TWO_pe,없음,없음,없음,없음,
TWO_pd,없음,없음,없음,없음,
GUT_r_w,없음,없음,없음,없음,
WFC_pp,없음,없음,없음,없음,
WFC_pw,없음,없음,없음,없음,
ANCN,O,없음,없음,없음,
IIIN,O,IIIN,인스틸 인더스트리,뉴욕 거래소,
RLH,없음,없음,없음,없음,
SYV,없음,없음,없음,없음,
QEP,없음,없음,없음,없음,
ZCAN,K,없음,없음,없음,
DWFI,O,없음,없음,없음,
ZHOK,K,없음,없음,없음,
ZGBR,K,없음,없음,없음,
ZDEU,K,없음,없음,없음,
ZJPN,K,없음,없음,없음,
SMEZ,K,없음,없음,없음,
ROCH,O,없음,없음,없음,
ROCHU,O,없음,없음,없음,
OCX,없음,OCX,온코사이트,나스닥 증권거래소,
NEOS,O,BNDI,NEOS Enhanced Income Aggregate Bond ETF,아멕스 증권거래소,
OCSI,O,없음,없음,없음,
BASI,O,SBS,Basic Sanitation Company of the State of Sao Paulo SABESP ADR,뉴욕 거래소,
JKI,O,없음,없음,없음,
JKF,없음,없음,없음,없음,
JKJ,없음,없음,없음,없음,
JKG,없음,없음,없음,없음,
JKE,없음,없음,없음,없음,
JKH,없음,JKHY,잭 헨리 & 어소시에이츠,나스닥 증권거래소,
JKL,없음,없음,없음,없음,
JKK,없음,없음,없음,없음,
JKD,없음,없음,없음,없음,
SNDE,O,없음,없음,없음,
DL,없음,DL,000210,코스피,
LOACR,O,없음,없음,없음,
LOACU,O,없음,없음,없음,
LOAC,O,없음,없음,없음,
ANH,없음,BUD,Anheuser-Busch Inbev SA ADR,뉴욕 거래소,
ANH_pa,없음,없음,없음,없음,
ANH_pb,없음,없음,없음,없음,
ANH_pc,없음,없음,없음,없음,
DWLD,O,DWLD,Davis Select Worldwide ETF,아멕스 증권거래소,
DFNL,O,DFNL,Davis Select Financial ETF,아멕스 증권거래소,
NBAC,O,없음,없음,없음,
DUSA,O,DUSA,Davis Select US Equity ETF,아멕스 증권거래소,
SINA,O,Sinanen Holdings Co Ltd,8132,도쿄 거래소,
DINT,O,DINT,Davis Select International ETF,아멕스 증권거래소,
NBACR,O,없음,없음,없음,
NBACU,O,없음,없음,없음,
JE,없음,JBLU,JetBlue Airways Corp,나스닥 증권거래소,
WWR,O,WWR,웨스트워터 리소시스,아멕스 증권거래소,
GLSPU,O,없음,없음,없음,
SYE,없음,없음,없음,없음,
SYG,없음,없음,없음,없음,
ADF_u,없음,없음,없음,없음,
CIIC,O,없음,없음,없음,
PZD,없음,없음,없음,없음,
CIICU,O,없음,없음,없음,
GSUM,O,없음,없음,없음,
CEZ,O,없음,없음,없음,
RCP,없음,RC PR C,레디 캐피탈 우선주 시리즈 C 6.25%,뉴욕 거래소,
GEN,없음,GEN,젠 디지털,나스닥 증권거래소,
AFC,없음,AFCG,AFC 감마,나스닥 증권거래소,
CEO,없음,CEO,CEO그룹,하노이 거래소,
DRS,없음,DRS,레오나르도 DRS,나스닥 증권거래소,
FRC_pg,없음,없음,없음,없음,
UROV,O,Urovo Technology Co Ltd Class A,300531,심천(선강퉁) 증권거래소,
ISLEU,O,없음,없음,없음,
STAG_pc,K,없음,없음,없음,
BFT_u,없음,없음,없음,없음,
RILYZ,O,RILYZ,B. 라일리 파이낸셜 선순위 채권 7.500% 만기 2028년,나스닥 증권거래소,
AXO,없음,AX,Axos Financial Inc,뉴욕 거래소,
SONA,O,SZB,Sonadezi Long Binh Share Holding Co,하노이 거래소,
CGIX,O,없음,없음,없음,
BFT,없음,BFTR,BlackRock Future Innovators ETF,아멕스 증권거래소,
NMCI,O,없음,없음,없음,
SQM_r_w,없음,없음,없음,없음,
OTEL,O,없음,없음,없음,
FBSS,O,없음,없음,없음,
SNE,없음,SNES,시네스텍,나스닥 증권거래소,
IID,없음,IID,6038,도쿄 거래소,
BXP_pb,없음,없음,없음,없음,
LNGR,O,없음,없음,없음,
NTN,없음,NTN,6472,도쿄 거래소,
CORS_u,K,없음,없음,없음,
ALPAU,O,없음,없음,없음,
JAAC,O,없음,없음,없음,
GLEEU,O,없음,없음,없음,
CALQU,O,없음,없음,없음,
HMSY,O,없음,없음,없음,
RPLA,K,없음,없음,없음,
RPLA_u,K,없음,없음,없음,
NSCO,K,없음,없음,없음,
PAND,O,Pando Innovation ETF,03056,홍콩 거래소,
SYNC,O,SNCR,Synchronoss Technologies Inc,나스닥 증권거래소,
TPVY,K,없음,없음,없음,
HPR,없음,없음,없음,없음,
ETP_pe,없음,없음,없음,없음,
ETP_pd,없음,없음,없음,없음,
ETP_pc,없음,없음,없음,없음,
SMTX,O,없음,없음,없음,
CGROU,O,없음,없음,없음,
CGRO,O,없음,없음,없음,
PS,O,PMD,Psychemedics Corp,나스닥 증권거래소,
NPA,O,NPAB,뉴 프로비던스 애퀴지션 II,나스닥 증권거래소,
MSACU,O,없음,없음,없음,
NPAUU,O,없음,없음,없음,
SITC_pk,K,없음,없음,없음,
MTSC,O,없음,없음,없음,
ETM,없음,없음,없음,없음,
NMY,없음,없음,없음,없음,
BSE,없음,BSET,바셋 퍼니처 인더스트리스,나스닥 증권거래소,
NYV,없음,없음,없음,없음,
BFY,없음,없음,없음,없음,
BBF,없음,없음,없음,없음,
BSD,없음,없음,없음,없음,
MFT,없음,없음,없음,없음,
VINCU,O,없음,없음,없음,
CDMOP,O,없음,없음,없음,
GUT_r,없음,없음,없음,없음,
SQM_r,없음,없음,없음,없음,
SJIU,K,없음,없음,없음,
OXLCO,O,OXLCO,옥스포드 레인 캐피털 우선주 7.50%,나스닥 증권거래소,
MFINL,O,없음,없음,없음,
MIK,O,Miko International Holdings Ltd,01247,홍콩 거래소,
CKH,없음,CKH 홀딩스,00001,홍콩 거래소,
GMLP,O,없음,없음,없음,
BZM,없음,없음,없음,없음,
FPRX,O,없음,없음,없음,
MYF,없음,MYFW,퍼스트 웨스턴 파이낸셜,나스닥 증권거래소,
MEN,없음,Menicon Co Ltd,7780,도쿄 거래소,
LEE,없음,LEE,리 엔터프라이즈,나스닥 증권거래소,
VAR,없음,VREX,Varex Imaging Corp,나스닥 증권거래소,
USAT,O,없음,없음,없음,
AKER,O,AKRO,Akero Therapeutics Inc,나스닥 증권거래소,
TRKA,O,TRKA,토리카 미디어 그룹,나스닥 증권거래소,
WBAI,K,없음,없음,없음,
CBPO,O,없음,없음,없음,
IPHI,O,없음,없음,없음,
DMYD,K,없음,없음,없음,
RUHN,O,없음,없음,없음,
DMYD_u,K,없음,없음,없음,
CPST,O,CPSH,CPS Technologies Corp,나스닥 증권거래소,
EGOV,O,HKT,Ego Viet Nam Investment JSC,하노이 거래소,
GNMK,O,없음,없음,없음,
RP,O,RES,RPC,뉴욕 거래소,
CRHM,K,없음,없음,없음,
COWNZ,O,없음,없음,없음,
CMFNL,O,없음,없음,없음,
HTFA,K,없음,없음,없음,
BAC_pa,없음,없음,없음,없음,
CHFS,O,없음,없음,없음,
SNCA,O,없음,없음,없음,
BIOX,K,BIOX,바이오케레스 크랍 솔루션즈,나스닥 증권거래소,
STPK_u,K,없음,없음,없음,
STPK,K,없음,없음,없음,
MWK,O,없음,없음,없음,
OFG_pa,없음,없음,없음,없음,
GLUU,O,없음,없음,없음,
OFG_pb,없음,없음,없음,없음,
APHA,O,없음,없음,없음,
PRE_pg,없음,없음,없음,없음,
NBR_pa,없음,없음,없음,없음,
WDR,없음,없음,없음,없음,
PRE_pi,없음,없음,없음,없음,
PRE_ph,없음,없음,없음,없음,
RNET,O,없음,없음,없음,
MTT,없음,MTTR,매터포트,나스닥 증권거래소,
GWPH,O,없음,없음,없음,
BXG,없음,없음,없음,없음,
VSPRU,O,없음,없음,없음,
VSPR,O,없음,없음,없음,
GSX,없음,없음,없음,없음,
GIK_u,없음,없음,없음,없음,
PRSP,K,없음,없음,없음,
NGA_u,없음,없음,없음,없음,
NGA,없음,Ngai Hing Hong Co Ltd,01047,홍콩 거래소,
GIK,없음,Giken Holdings Co Ltd,1443,도쿄 거래소,
PRIF_pb,K,없음,없음,없음,
EXPCU,O,없음,없음,없음,
EXPC,O,없음,없음,없음,
IPW,O,IPW,아이파워,나스닥 증권거래소,
HON,없음,HON,허니웰 인터내셔널,나스닥 증권거래소,
NBLX,O,없음,없음,없음,
TDE,없음,없음,없음,없음,
UZB,없음,없음,없음,없음,
TDJ,없음,없음,없음,없음,
GMLPP,O,없음,없음,없음,
WBIN,K,없음,없음,없음,
FLIR,O,없음,없음,없음,
DLR_pc,없음,없음,없음,없음,
WBIE,K,없음,없음,없음,
MCAEU,O,없음,없음,없음,
GS_pn,없음,없음,없음,없음,
AEGN,O,없음,없음,없음,
ATAC_u,K,없음,없음,없음,
LLIT,O,없음,없음,없음,
ATAC,K,AACG,ATA Creativity Global ADR,나스닥 증권거래소,
PLT,없음,PLTK,플레이티카 홀딩,나스닥 증권거래소,
ACP_r_w,없음,없음,없음,없음,
FWAC,O,없음,없음,없음,
BRPAU,O,없음,없음,없음,
BRPAR,O,없음,없음,없음,
BRPA,O,없음,없음,없음,
TPCO,O,없음,없음,없음,
ACB,없음,ACB,오로라 카나비스,나스닥 증권거래소,
CUB,없음,CUBE,CubeSmart,뉴욕 거래소,
GFN,O,없음,없음,없음,
FFG,없음,없음,없음,없음,
STND,O,없음,없음,없음,
JPM_ph,없음,없음,없음,없음,
JPM_pg,없음,없음,없음,없음,
GMTA,K,없음,없음,없음,
TFC_ph,없음,없음,없음,없음,
WRB_pd,없음,없음,없음,없음,
SCHW_pc,K,없음,없음,없음,
IPOE,K,없음,없음,없음,
KCAPL,O,없음,없음,없음,
PTVCA,O,없음,없음,없음,
PTVCB,O,없음,없음,없음,
STIC_u,K,없음,없음,없음,
STIC,K,없음,없음,없음,
MRK_w,없음,없음,없음,없음,
WIFI,O,WIFI,보잉고 와이어리스,나스닥 증권거래소,
LACQU,O,LACQU,Leisure Acquisition Corp Unit,나스닥 증권거래소,
LACQ,O,LACQ,레져 어퀴지션,나스닥 증권거래소,
OGN_w,없음,없음,없음,없음,
CMD,없음,CMD,캔텔 메디컬,뉴욕 거래소,
JWS_u,없음,없음,없음,없음,
JWS,없음,JWSM,죠스 머스탱 애퀴지션,아멕스 증권거래소,
CLGX,K,없음,없음,없음,
TSIAU,O,없음,없음,없음,
AMH_pd,없음,없음,없음,없음,
TSIA,O,없음,없음,없음,
