DB_NAME,DB_MARKET,NAME,DESC,MARKET
GLAQU,O,GLAQU,Globis Acquisition Units,나스닥 증권거래소,
GLAQ,O,GLAQ,글로비스 애퀴지션,나스닥 증권거래소,
DIDI,K,DIDI,디디 글로벌 ADR Class A,뉴욕 거래소,
JOYY,K,JOYY,Infusive Compounding Global Equities ETF,아멕스 증권거래소,
WVFC,O,WVFC,W V S 파이낸셜,나스닥 증권거래소,
CLMA,K,CLMA,iClima Climate Change Solutions ETF,아멕스 증권거래소,
ZSAN,O,ZSAN,조사노 파마,나스닥 증권거래소,
DIVA,K,없음,없음,없음,
REGI,O,RF,Regions Financial Corp,뉴욕 거래소,
STR,O,STR,시티오 로열티스,뉴욕 거래소,
GBBKU,O,없음,없음,없음,
LLNW,O,없음,없음,없음,
OACB_u,K,없음,없음,없음,
OACB,K,없음,없음,없음,
TCACU,O,없음,없음,없음,
TCAC,O,없음,없음,없음,
VGII_u,K,없음,없음,없음,
VGII,K,없음,없음,없음,
ENIA,K,없음,없음,없음,
RENO,O,RENB,Renovaro Biosciences Inc,나스닥 증권거래소,
NTZO,K,없음,없음,없음,
SUMR,O,없음,없음,없음,
ELMS,O,없음,없음,없음,
PLAN,K,PL,Planet Labs PBC,뉴욕 거래소,
EJFAU,O,없음,없음,없음,
EJFA,O,없음,없음,없음,
TRDF,K,없음,없음,없음,
GGPIU,O,없음,없음,없음,
GGPI,O,없음,없음,없음,
MSP,없음,LIFW,MSP 리커버리,나스닥 증권거래소,
APTS,K,APT Satellite Holdings Ltd,01045,홍콩 거래소,
BDR,없음,BDRX,바이오덱사 파마슈티컬스 ADR,나스닥 증권거래소,
VFIN,K,없음,없음,없음,
ANTM,K,없음,없음,없음,
TREC,K,없음,없음,없음,
VPOP,K,없음,없음,없음,
TVTY,O,없음,없음,없음,
RICOU,O,없음,없음,없음,
GLU_r,없음,없음,없음,없음,
RICO,O,Ricoh Co Ltd,7752,도쿄 거래소,
CHNGU,O,없음,없음,없음,
BBIGV,O,없음,없음,없음,
TYDEV,O,없음,없음,없음,
PCOM,O,없음,없음,없음,
NSEC,O,없음,없음,없음,
EHC_w,없음,없음,없음,없음,
EHAB_w,K,없음,없음,없음,
PBIP,O,PBI PR B,Pitney Bowes 6.70% Notes Exp 01 Mar 2043,뉴욕 거래소,
WLL,없음,없음,없음,없음,
SRRA,O,없음,없음,없음,
COHR,O,COHR,코히런트,뉴욕 거래소,
NP,없음,NPC,004250,코스피,
SWM,없음,없음,없음,없음,
GGGVU,O,없음,없음,없음,
GGGVR,O,없음,없음,없음,
GGGV,O,없음,없음,없음,
CCMP,O,없음,없음,없음,
CDK,O,없음,없음,없음,
MOB,O,MOB,모빌리컴 ADR,나스닥 증권거래소,
VEC,없음,VAQC,Vector Acquisition Corp II,나스닥 증권거래소,
GTYH,O,없음,없음,없음,
HNP,없음,없음,없음,없음,
ENJY,O,없음,없음,없음,
DNAC,O,DNA Chip Research Inc,2397,도쿄 거래소,
ETTX,O,없음,없음,없음,
AVDG,K,없음,없음,없음,
AVDR,K,없음,없음,없음,
MBII,O,없음,없음,없음,
KWAC,K,없음,없음,없음,
KWAC_u,K,없음,없음,없음,
SAK,없음,Sakata Seed Corp,1377,도쿄 거래소,
GLSPT,O,없음,없음,없음,
TPAY,K,없음,없음,없음,
PANW,K,PANW,팔로 알토 네트웍스,나스닥 증권거래소,
SINV,K,없음,없음,없음,
HHH,없음,HHH,하워드 휴스 홀딩스,뉴욕 거래소,
AWTM,K,없음,없음,없음,
GSLD,K,없음,없음,없음,
ITHX,O,없음,없음,없음,
ITHXU,O,없음,없음,없음,
BRPM,O,없음,없음,없음,
BRPMU,O,없음,없음,없음,
PSB,없음,없음,없음,없음,
SREV,O,없음,없음,없음,
BTMD,O,BTMD,바이오티,나스닥 증권거래소,
HTA,없음,HTAB,Hartford Schroders Tax-Aware Bond ETF,아멕스 증권거래소,
MIC,없음,MICS,싱잉 머신 컴퍼니,나스닥 증권거래소,
GOED,K,없음,없음,없음,
GSK_w,없음,없음,없음,없음,
HLN_w,없음,없음,없음,없음,
VG,O,VGAS,베르데 클린 퓨얼스,나스닥 증권거래소,
NTUS,O,없음,없음,없음,
ACTD,O,없음,없음,없음,
ACTDU,O,없음,없음,없음,
PRPB,K,없음,없음,없음,
PRPB_u,K,없음,없음,없음,
SAFM,O,없음,없음,없음,
MBT,없음,MBTC,녹턴 애퀴지션,나스닥 증권거래소,
UGCE,K,없음,없음,없음,
TRYP,K,없음,없음,없음,
UMH_pc,없음,없음,없음,없음,
PSTI,O,없음,없음,없음,
PSTH,K,없음,없음,없음,
CNR,없음,CNRG,SPDR S&P Kensho Clean Power ETF,아멕스 증권거래소,
WALDU,O,없음,없음,없음,
ATVC,O,없음,없음,없음,
ATVCU,O,없음,없음,없음,
GSAQ,O,없음,없음,없음,
GSAQU,O,없음,없음,없음,
CTRU,K,없음,없음,없음,
WBT,없음,WBT,웰빌트,뉴욕 거래소,
LBPS,O,LBPS,4D 파마 ADR,나스닥 증권거래소,
EUCG,K,EUCG,Euclid Capital Growth ETF,아멕스 증권거래소,
AIIQ,K,AIIQ,AI Powered International Equity ETF,아멕스 증권거래소,
MILE,O,MILE,메트로마일,나스닥 증권거래소,
VSL,없음,VSL,Volshares Large Cap ETF,아멕스 증권거래소,
SLGN,O,SLGN,실간 홀딩스,뉴욕 거래소,
FLQG,K,없음,없음,없음,
FLQH,K,없음,없음,없음,
FLQE,K,없음,없음,없음,
FLQD,K,없음,없음,없음,
BCAC,O,없음,없음,없음,
DYFN,K,없음,없음,없음,
DSAC,O,없음,없음,없음,
OEG,O,없음,없음,없음,
FLM,없음,FLME,플래임 애퀴지션,뉴욕 거래소,
CRTX,O,없음,없음,없음,
SOLN,K,없음,없음,없음,
GOBI,O,없음,없음,없음,
GENC,O,GENC,젠코 인더스트리스,아멕스 증권거래소,
DSACU,O,없음,없음,없음,
FIPWV,O,없음,없음,없음,
NRZ_pa,없음,없음,없음,없음,
NRZ_pc,없음,없음,없음,없음,
NRZ_pd,없음,없음,없음,없음,
NRZ_pb,없음,없음,없음,없음,
FTAIV,O,없음,없음,없음,
NRZ,없음,없음,없음,없음,
MITC,O,없음,없음,없음,
MTOR,K,없음,없음,없음,
NPTN,K,없음,없음,없음,
LNFA_u,K,없음,없음,없음,
ASPC,O,없음,없음,없음,
ASPCU,O,없음,없음,없음,
LNFA,K,LNFA.U,L F Acquisition Redeemable Units Class A,아멕스 증권거래소,
INSW_pa,K,없음,없음,없음,
XPOA_u,K,없음,없음,없음,
EEH,없음,없음,없음,없음,
ONFO,O,ONFO,온폴리오 홀딩스,나스닥 증권거래소,
SHFT,K,없음,없음,없음,
GIGE,O,없음,없음,없음,
OBCI,O,없음,없음,없음,
CHWA,O,없음,없음,없음,
CHWAU,O,없음,없음,없음,
ACC,없음,ACC,베카멕스아스팔트,호치민 거래소,
EVFM,O,없음,없음,없음,
SYNL,O,SYBX,Synlogic Inc,나스닥 증권거래소,
FOUNU,O,없음,없음,없음,
RDUS,O,RDUS,슈니처 스틸 인더스트리스,나스닥 증권거래소,
FOUN,O,FDCE,Foundations Dynamic Core ETF,아멕스 증권거래소,
NSR,없음,없음,없음,없음,
LEAP_u,K,없음,없음,없음,
EPZM,O,없음,없음,없음,
AINV,O,없음,없음,없음,
BLCT,O,없음,없음,없음,
PXMD,O,PXMD,팩스메디카,나스닥 증권거래소,
SDH,O,SDHY,PGIM Short Duration High Yield Opportunities Fund,뉴욕 거래소,
GSV,없음,없음,없음,없음,
LEAP,K,LPTX,Leap Therapeutics Inc,나스닥 증권거래소,
RDBX,O,없음,없음,없음,
BIAF,O,BIAF,바이오어피니티 테크놀로지스,나스닥 증권거래소,
GOAC,K,없음,없음,없음,
GOAC_u,K,없음,없음,없음,
ATC,없음,ATCOL,Atlas 7.125% Notes due 2027,나스닥 증권거래소,
RBAC,K,없음,없음,없음,
RBAC_u,K,없음,없음,없음,
SAIL,K,Sailvan Times Co Ltd Class A,301381,심천(선강퉁) 증권거래소,
FTRP,O,없음,없음,없음,
SPXZ,K,없음,없음,없음,
BKEP,O,없음,없음,없음,
BKEPP,O,없음,없음,없음,
TPTX,O,없음,없음,없음,
EMWP,K,없음,없음,없음,
GRVI,O,없음,없음,없음,
IEFN,K,없음,없음,없음,
WGLD,K,없음,없음,없음,
IEIH,K,없음,없음,없음,
IEHS,K,없음,없음,없음,
ICOL,K,없음,없음,없음,
CDR,없음,CDRE,캐드리 홀딩스,뉴욕 거래소,
MIDF,K,없음,없음,없음,
IECS,K,없음,없음,없음,
LJPC,O,없음,없음,없음,
IEME,K,없음,없음,없음,
AGT,없음,AGTI,어질리티,뉴욕 거래소,
SLHG,O,없음,없음,없음,
SMED,O,sMedio Inc,3913,도쿄 거래소,
GBDV,K,없음,없음,없음,
EMBH,K,없음,없음,없음,
GBLO,K,없음,없음,없음,
GBGR,K,없음,없음,없음,
HJPX,K,없음,없음,없음,
EWJE,O,없음,없음,없음,
ENDP,O,없음,없음,없음,
FST_u,없음,없음,없음,없음,
TUFN,K,없음,없음,없음,
RTLR,O,없음,없음,없음,
LMPX,O,없음,없음,없음,
SLHGP,O,없음,없음,없음,
UBOH,O,없음,없음,없음,
FST,없음,FSTR,L B 포스터,나스닥 증권거래소,
CCEL,O,CCEL,크라이오-셀 인터내셔널,아멕스 증권거래소,
POLY,K,PLM,Polymet Mining Corp,아멕스 증권거래소,
RVACU,O,없음,없음,없음,
ISLE,O,없음,없음,없음,
SWAGU,O,없음,없음,없음,
SPAK,K,없음,없음,없음,
STBL,K,없음,없음,없음,
EERN,K,없음,없음,없음,
SWAG,O,SWAG,스트란앤컴퍼니,나스닥 증권거래소,
ALIN_pe,K,없음,없음,없음,
ALIN_pb,K,없음,없음,없음,
ALIN_pa,K,없음,없음,없음,
PSY,없음,PMD,Psychemedics Corp,나스닥 증권거래소,
CTEK,K,없음,없음,없음,
ALFA,K,없음,없음,없음,
EYES,O,없음,없음,없음,
ERUS,K,없음,없음,없음,
KBAL,O,없음,없음,없음,
CRXT,O,없음,없음,없음,
NEE_po,없음,없음,없음,없음,
ACKIU,O,없음,없음,없음,
NWG_w,없음,없음,없음,없음,
ACKIT,O,없음,없음,없음,
AUTO,O,ADP,Automatic Data Processing Inc,나스닥 증권거래소,
MENV,K,없음,없음,없음,
DBLV,K,없음,없음,없음,
LFC,없음,LFCR,라이프코어 바이오메디컬,나스닥 증권거래소,
CDEV,O,없음,없음,없음,
ETACU,O,없음,없음,없음,
ETAC,O,없음,없음,없음,
JMIN,K,없음,없음,없음,
ELY,없음,ELYS,Elys Game Technology Corp,나스닥 증권거래소,
JDIV,K,없음,없음,없음,
CRTD,O,없음,없음,없음,
AXU,없음,없음,없음,없음,
TCTL,K,없음,없음,없음,
ALJJ,O,없음,없음,없음,
PR,O,PR,페르미안 리소시스,뉴욕 거래소,
BRCN,O,없음,없음,없음,
PTR,없음,PTRS,파트너스 뱅코프,나스닥 증권거래소,
ALNA,O,없음,없음,없음,
NBEV,O,없음,없음,없음,
NEOGV,O,없음,없음,없음,
IIVI,O,없음,없음,없음,
BBI,O,BBIO,브릿지바이오 파머,나스닥 증권거래소,
SHI,없음,SHI,손하인터내셔널,호치민 거래소,
ACH,없음,알케미 페이,ACH,빗썸,
MKD,O,없음,없음,없음,
SMM,없음,SMMF,서밋 파이낸셜 그룹,나스닥 증권거래소,
MNDT,O,없음,없음,없음,
MUDSU,O,없음,없음,없음,
ADGI,O,없음,없음,없음,
MUDS,O,없음,없음,없음,
CLAQU,O,없음,없음,없음,
CLAQ,O,없음,없음,없음,
CLAQR,O,없음,없음,없음,
GPL,없음,없음,없음,없음,
HMTV,O,없음,없음,없음,
CLBS,O,없음,없음,없음,
CTT,없음,CTT,비나코민기계,하노이 거래소,
MANT,O,없음,없음,없음,
KCA_u,없음,없음,없음,없음,
USAK,O,없음,없음,없음,
DWIN,K,없음,없음,없음,
HLG,O,HLGN,헬리오겐,뉴욕 거래소,
DWAT,O,DWAT,Arrow DWA Tactical Macro ETF,아멕스 증권거래소,
DWCR,O,DWCR,Arrow DWA Tactical International ETF,아멕스 증권거래소,
DWIN_u,K,없음,없음,없음,
EQD_u,없음,없음,없음,없음,
GPCOU,O,없음,없음,없음,
SNP,없음,SNPO,스냅 원 홀딩스,나스닥 증권거래소,
TYME,O,없음,없음,없음,
CFVIU,O,없음,없음,없음,
CFVI,O,없음,없음,없음,
GPCOR,O,없음,없음,없음,
EQD,없음,없음,없음,없음,
WARR,K,HCC,Warrior Met Coal Inc,뉴욕 거래소,
WARR_u,K,없음,없음,없음,
CLSN,O,없음,없음,없음,
TCRR,O,없음,없음,없음,
VTAQU,O,없음,없음,없음,
VTAQR,O,없음,없음,없음,
VTAQ,O,없음,없음,없음,
MGI,O,MTG,MGIC 인베스트먼트,뉴욕 거래소,
RWGV,K,없음,없음,없음,
MOHO,O,없음,없음,없음,
TENG,K,없음,없음,없음,
LOPX,K,없음,없음,없음,
HMLP,K,없음,없음,없음,
NIFE,K,없음,없음,없음,
WWOW,K,없음,없음,없음,
RWVG,K,없음,없음,없음,
CLDS,K,없음,없음,없음,
IMPX,K,없음,없음,없음,
IMPX_u,K,없음,없음,없음,
BBQ,O,없음,없음,없음,
GCP,없음,없음,없음,없음,
SLCRU,O,없음,없음,없음,
SLCR,O,없음,없음,없음,
NLITU,O,없음,없음,없음,
NLIT,O,없음,없음,없음,
JGLD,K,없음,없음,없음,
BHVN_w,K,없음,없음,없음,
DRE,없음,DFH,Dream Finders Homes Inc,뉴욕 거래소,
HNGR,K,없음,없음,없음,
AMPE,K,AMPE,앰피오 파마슈티컬스,아멕스 증권거래소,
DTOX,K,없음,없음,없음,
CHNG,O,없음,없음,없음,
ABTX,O,없음,없음,없음,
CBTX,O,없음,없음,없음,
XPER,O,XPER,엑스페리,뉴욕 거래소,
CTXS,O,없음,없음,없음,
FFR,없음,FFRI Inc,3692,도쿄 거래소,
ADEAV,O,없음,없음,없음,
NMMC,O,없음,없음,없음,
NMMCU,O,없음,없음,없음,
QK,O,쿼크체인,QKC,업비트,
AVGOP,O,없음,없음,없음,
BHM_w,없음,없음,없음,없음,
ASAQ,K,없음,없음,없음,
VYGG_u,K,없음,없음,없음,
VYGG,K,없음,없음,없음,
RCHG,O,없음,없음,없음,
ASAQ_u,K,없음,없음,없음,
RCHGU,O,없음,없음,없음,
GBT,O,GBTG,글로벌 비지니스 트래블 그룹,뉴욕 거래소,
TPGY,K,없음,없음,없음,
RNDB,O,없음,없음,없음,
CNTQ,O,없음,없음,없음,
ZEAL,O,없음,없음,없음,
LLL,O,없음,없음,없음,
TPGY_u,K,없음,없음,없음,
IEA,O,없음,없음,없음,
WBIT,K,없음,없음,없음,
WBII,K,없음,없음,없음,
DFH,O,DFH,드림 파인더스 홈즈,뉴욕 거래소,
CNVY,K,없음,없음,없음,
MPTI_w,K,없음,없음,없음,
BRG,없음,없음,없음,없음,
BRG_pc,없음,없음,없음,없음,
BRG_pd,없음,없음,없음,없음,
LGL_w,없음,없음,없음,없음,
ROLL,O,ROL,Rollins Inc,뉴욕 거래소,
CAPD,K,없음,없음,없음,
NLSN,K,없음,없음,없음,
JWACR,O,없음,없음,없음,
TMX,없음,TMX,비셈시멘트무역,하노이 거래소,
SYN,없음,SYNA,시냅틱스,나스닥 증권거래소,
ALP_pq,없음,없음,없음,없음,
EXTN,K,없음,없음,없음,
CVET,O,없음,없음,없음,
TGA,O,TGAA,타겟 글로벌 애퀴지션 I,나스닥 증권거래소,
IPOD_u,K,없음,없음,없음,
IPOF_u,K,없음,없음,없음,
RMO,없음,없음,없음,없음,
IPOD,K,없음,없음,없음,
AVAN,K,AGR,Avangrid Inc,뉴욕 거래소,
AVAN_u,K,없음,없음,없음,
FMTX,O,없음,없음,없음,
IPOF,K,없음,없음,없음,
FVAM,O,없음,없음,없음,
WRND,K,WRND,IQ Global Equity R&D Leaders ETF,나스닥 증권거래소,
MRND,K,MRND,IQ US Mid Cap R&D Leaders ETF,나스닥 증권거래소,
LRND,K,LRND,IQ US Large Cap R&D Leaders ETF,나스닥 증권거래소,
PING,K,Ping An Bank Co Ltd Class A,000001,심천(선강퉁) 증권거래소,
SANBU,O,없음,없음,없음,
CCXI,O,없음,없음,없음,
SANB,O,Sanbo Hospital Management Group Ltd Class A,301293,심천(선강퉁) 증권거래소,
REV,없음,REVB,레벨레이션 바이오사이언시스,나스닥 증권거래소,
LIV,없음,LIVB,LIV 캐피탈 애퀴지션 2,나스닥 증권거래소,
AVLR,K,없음,없음,없음,
REC,없음,RCON,Recon Technology Ltd,나스닥 증권거래소,
LUXE,K,Luxey International (Holdings) Ltd,08041,홍콩 거래소,
SHLX,K,없음,없음,없음,
AMER,K,AAL,American Airlines Group Inc,나스닥 증권거래소,
TMPM,O,없음,없음,없음,
Y,없음,YG PLUS,037270,코스피,
WRE,없음,없음,없음,없음,
EOPS,K,없음,없음,없음,
FEDX,K,없음,없음,없음,
ZY,O,ZVSA,Zyversa Therapeutics Inc,나스닥 증권거래소,
TMPMU,O,없음,없음,없음,
HIGA,K,Higashi Twenty One Co Ltd,9029,도쿄 거래소,
HIGA_u,K,없음,없음,없음,
RJA,없음,없음,없음,없음,
INTS,O,INTS,인텐시티 테라퓨틱스,나스닥 증권거래소,
PMVC_u,K,없음,없음,없음,
PMVC,K,없음,없음,없음,
RJI,없음,없음,없음,없음,
RJZ,없음,없음,없음,없음,
RJN,없음,없음,없음,없음,
MN,없음,MNA,IQ Merger Arbitrage ETF,아멕스 증권거래소,
ALF,O,Alfresa Holdings Corp,2784,도쿄 거래소,
JHMH,K,없음,없음,없음,
JHMF,K,없음,없음,없음,
JHME,K,없음,없음,없음,
JHMU,K,없음,없음,없음,
JHMT,K,없음,없음,없음,
JHCS,K,없음,없음,없음,
JHMC,K,없음,없음,없음,
XSPA,O,없음,없음,없음,
JHMS,K,없음,없음,없음,
LFTR,O,없음,없음,없음,
LFTRU,O,없음,없음,없음,
JHMI,K,없음,없음,없음,
ENPC_u,K,없음,없음,없음,
ENPC,K,없음,없음,없음,
JHMA,K,없음,없음,없음,
MAAQU,O,없음,없음,없음,
MAAQ,O,없음,없음,없음,
SFE,없음,SFE,세이프가드 사이언티픽스,나스닥 증권거래소,
EFL,없음,없음,없음,없음,
MAAQR,O,없음,없음,없음,
GBS,O,없음,없음,없음,
DWPP,O,없음,없음,없음,
BOAS_u,K,없음,없음,없음,
BOAS,K,없음,없음,없음,
EPRE,K,없음,없음,없음,
BLSA,O,없음,없음,없음,
PIPP,K,없음,없음,없음,
TEKKU,O,없음,없음,없음,
EDNCU,O,없음,없음,없음,
EDNC,O,없음,없음,없음,
TEKK,O,Tekken Corp,1815,도쿄 거래소,
PIPP_u,K,없음,없음,없음,
LUXAU,O,없음,없음,없음,
QPT,없음,없음,없음,없음,
SRSA,O,없음,없음,없음,
TWTR,K,없음,없음,없음,
SRSAU,O,없음,없음,없음,
LUXA,O,없음,없음,없음,
BHSEU,O,없음,없음,없음,
PAQCU,O,없음,없음,없음,
LMAOU,O,없음,없음,없음,
VBB,O,없음,없음,없음,
SRLP,K,없음,없음,없음,
PTNQ,K,PTNQ,Pacer Trendpilot 100 ETF,나스닥 증권거래소,
BENE,O,BENF,Beneficient,나스닥 증권거래소,
HTAQ_u,K,없음,없음,없음,
RXO_w,없음,없음,없음,없음,
BENER,O,없음,없음,없음,
PZN,없음,없음,없음,없음,
HTAQ,K,없음,없음,없음,
UITB,K,UITB,VictoryShares Core Intermediate Bond ETF,나스닥 증권거래소,
UEVM,K,UEVM,VictoryShares Emerging Markets Value Momentum ETF,나스닥 증권거래소,
USVM,K,USVM,VictoryShares US Small Mid Cap Value Momentum ETF,나스닥 증권거래소,
DTP,없음,없음,없음,없음,
