DB_NAME,DB_MARKET,NAME,DESC,MARKET
USTB,K,USTB,VictoryShares Short-Term Bond ETF,나스닥 증권거래소,
ULVM,K,ULVM,VictoryShares US Value Momentum ETF,나스닥 증권거래소,
PNC_pp,없음,없음,없음,없음,
CSCW,O,없음,없음,없음,
UIVM,K,UIVM,VictoryShares International Value Momentum ETF,나스닥 증권거래소,
SZC,없음,SZC,소나데지 차우덕,호치민 거래소,
USWS,O,없음,없음,없음,
IGNY,O,없음,없음,없음,
AHPAU,O,없음,없음,없음,
OABIV,O,없음,없음,없음,
IGNYU,O,없음,없음,없음,
AHPA,O,없음,없음,없음,
LGNDV,O,없음,없음,없음,
PFHC,O,없음,없음,없음,
PHAS,O,없음,없음,없음,
HAACU,O,없음,없음,없음,
CYBE,O,CYBR,Cyberark Software Ltd,나스닥 증권거래소,
STON,K,APAC,Stonebridge Acquisition Corp,나스닥 증권거래소,
HAAC,O,없음,없음,없음,
FNHC,O,없음,없음,없음,
IS,없음,ISC,095340,코스닥,
NLOK,O,없음,없음,없음,
SBTX,O,없음,없음,없음,
QNGY,K,없음,없음,없음,
UHALV,O,없음,없음,없음,
ZVO,O,없음,없음,없음,
AVCO,O,AVCON Information Technology Co Ltd Class A,300074,심천(선강퉁) 증권거래소,
CRHC,K,없음,없음,없음,
NOAC,O,없음,없음,없음,
NOACU,O,없음,없음,없음,
CRHC_u,K,없음,없음,없음,
VCKA,O,없음,없음,없음,
STZb,없음,없음,없음,없음,
VCKAU,O,없음,없음,없음,
ESSCR,O,없음,없음,없음,
ESSCU,O,없음,없음,없음,
AXH_u,없음,없음,없음,없음,
SMTS,K,없음,없음,없음,
LNDC,O,없음,없음,없음,
AGBAR,O,없음,없음,없음,
EGHT,K,EGHT,8x8,나스닥 증권거래소,
PYS,없음,없음,없음,없음,
SWT,없음,SWTX,스프링웍스 테라퓨틱스,나스닥 증권거래소,
AXH,없음,없음,없음,없음,
AGBAU,O,없음,없음,없음,
GAPA,K,없음,없음,없음,
GAPA_u,K,없음,없음,없음,
ECOM,K,Ecomic Co Ltd,3802,도쿄 거래소,
VSPY,K,없음,없음,없음,
MITO,O,Mito Securities Co Ltd,8622,도쿄 거래소,
LOGC,O,없음,없음,없음,
FSRD,O,없음,없음,없음,
TEN,없음,TENB,테너블 홀딩스,나스닥 증권거래소,
LAXXR,O,없음,없음,없음,
LAXXU,O,없음,없음,없음,
LAX,O,없음,없음,없음,
IACC,K,없음,없음,없음,
TINV,K,없음,없음,없음,
TINV_u,K,없음,없음,없음,
KIII,O,없음,없음,없음,
NTP,없음,NTP,티엔퐁플라스틱,하노이 거래소,
FHS,없음,없음,없음,없음,
KIIIU,O,없음,없음,없음,
SNUG,O,없음,없음,없음,
BOB,없음,보바토큰,BOBA,빗썸,
THCAU,O,없음,없음,없음,
THCA,O,없음,없음,없음,
FEVR,K,없음,없음,없음,
FVT_u,없음,없음,없음,없음,
FVIV_u,K,없음,없음,없음,
FVT,없음,없음,없음,없음,
ACEV,O,없음,없음,없음,
FVIV,K,없음,없음,없음,
FLAC,O,없음,없음,없음,
ZEN,없음,ZENV,젠비아,나스닥 증권거래소,
VFLQ,K,없음,없음,없음,
FLACU,O,없음,없음,없음,
MEM,없음,MEM,Matthews Emerging Markets Equity Active ETF,아멕스 증권거래소,
WTRH,O,없음,없음,없음,
GCIG,K,없음,없음,없음,
AERI,O,Aeria Inc,3758,도쿄 거래소,
ACEVU,O,없음,없음,없음,
CLR,없음,CLRB,셀렉타 바이오사이언시스,나스닥 증권거래소,
AUS_u,없음,없음,없음,없음,
AUS,없음,AUST,Austin Gold Corp,아멕스 증권거래소,
ASZ,없음,없음,없음,없음,
ASZ_u,없음,없음,없음,없음,
MJIN,K,없음,없음,없음,
JYAC,O,없음,없음,없음,
JEMD,K,없음,없음,없음,
FRW,O,없음,없음,없음,
FRWAU,O,없음,없음,없음,
RADA,O,없음,없음,없음,
ETPA,K,없음,없음,없음,
SBII_u,K,없음,없음,없음,
PTIC,O,없음,없음,없음,
PTICU,O,없음,없음,없음,
SBII,K,SBI Insurance Group Co Ltd,7326,도쿄 거래소,
PHICU,O,없음,없음,없음,
PHIC,O,PhiChem Corp Class A,300398,심천(선강퉁) 증권거래소,
UKWIU,O,없음,없음,없음,
TSIBU,O,없음,없음,없음,
FNF_w,없음,없음,없음,없음,
AESE,O,없음,없음,없음,
FG_w,없음,없음,없음,없음,
PBFX,K,없음,없음,없음,
LMACU,O,없음,없음,없음,
TSIB,O,없음,없음,없음,
LMACA,O,없음,없음,없음,
EQOS,O,없음,없음,없음,
CRU_u,없음,없음,없음,없음,
CRU,없음,CRUS,시러스 로직,나스닥 증권거래소,
NDAC,O,없음,없음,없음,
NDACU,O,없음,없음,없음,
SWETU,O,없음,없음,없음,
RCOR,K,없음,없음,없음,
AGTC,O,없음,없음,없음,
FEO,없음,없음,없음,없음,
ACII,K,없음,없음,없음,
SWET,O,없음,없음,없음,
TBKCP,O,없음,없음,없음,
TBK,O,TBK,7277,도쿄 거래소,
IBMK,K,없음,없음,없음,
OHPA,O,없음,없음,없음,
OHPAU,O,없음,없음,없음,
AKUS,O,없음,없음,없음,
TMAC,K,없음,없음,없음,
FBC,없음,FBCG,Fidelity Blue Chip Growth ETF,아멕스 증권거래소,
HMCO,O,없음,없음,없음,
HMCOU,O,없음,없음,없음,
ACII_u,K,없음,없음,없음,
TMAC_u,K,없음,없음,없음,
MACC,K,Maccura Biotechnology Co Ltd Class A,300463,심천(선강퉁) 증권거래소,
FSSIU,O,없음,없음,없음,
FSSI,O,없음,없음,없음,
HTPA_u,K,없음,없음,없음,
HTPA,K,없음,없음,없음,
CLRM,O,없음,없음,없음,
CLRMU,O,없음,없음,없음,
EFHTU,O,없음,없음,없음,
MACC_u,K,없음,없음,없음,
LAAAU,O,없음,없음,없음,
REVH,O,없음,없음,없음,
REVHU,O,없음,없음,없음,
RACB,O,없음,없음,없음,
LAAA,O,없음,없음,없음,
SWCH,K,없음,없음,없음,
FTCVU,O,없음,없음,없음,
IPVA,K,없음,없음,없음,
IPVA_u,K,없음,없음,없음,
CLIM,K,CLMB,Climb Global Solutions Inc,나스닥 증권거래소,
CLIM_u,K,없음,없음,없음,
ZWRKU,O,없음,없음,없음,
FTCV,O,없음,없음,없음,
AFAC,O,없음,없음,없음,
OEPW,O,없음,없음,없음,
AFACU,O,없음,없음,없음,
OEPWU,O,없음,없음,없음,
ZWRK,O,없음,없음,없음,
DHBCU,O,없음,없음,없음,
SCLE,O,없음,없음,없음,
SCLEU,O,없음,없음,없음,
SHACU,O,없음,없음,없음,
VTIQU,O,없음,없음,없음,
VTIQ,O,없음,없음,없음,
LOTZ,O,없음,없음,없음,
DHBC,O,없음,없음,없음,
CND_u,없음,없음,없음,없음,
CND,없음,CNDA,콩코드 애퀴지션 II,뉴욕 거래소,
IDIV,K,없음,없음,없음,
ROLLP,O,없음,없음,없음,
BN_w,없음,없음,없음,없음,
SHAC,O,없음,없음,없음,
LSPR,O,없음,없음,없음,
BLTS,O,없음,없음,없음,
VENAR,O,없음,없음,없음,
BSKYU,O,없음,없음,없음,
BSKY,O,없음,없음,없음,
SSAA,O,없음,없음,없음,
VENA,O,없음,없음,없음,
LSPRU,O,없음,없음,없음,
LYL,O,없음,없음,없음,
SSAAU,O,없음,없음,없음,
BLTSU,O,없음,없음,없음,
LHAA,O,없음,없음,없음,
WBEV,K,없음,없음,없음,
EPWR,K,없음,없음,없음,
LOB,O,LOB,라이브 오크 뱅크 셰어즈,뉴욕 거래소,
EPWR_u,K,없음,없음,없음,
BAMR,K,없음,없음,없음,
AMPI,K,AMPE,Ampio Pharmaceuticals Inc,아멕스 증권거래소,
GBUG,K,없음,없음,없음,
RZA,없음,없음,없음,없음,
FBHS,K,없음,없음,없음,
FBIN_w,K,없음,없음,없음,
HLAH,O,없음,없음,없음,
HLAHU,O,없음,없음,없음,
JOFFU,O,없음,없음,없음,
JOFF,O,없음,없음,없음,
PV,없음,PVH,PVH Corp,뉴욕 거래소,
IMLP,K,없음,없음,없음,
AMPI_u,K,없음,없음,없음,
PV_u,없음,없음,없음,없음,
SBUG,K,없음,없음,없음,
KAHC_u,K,없음,없음,없음,
PCPC,K,없음,없음,없음,
PCPC_u,K,없음,없음,없음,
PBUG,K,없음,없음,없음,
KAHC,K,없음,없음,없음,
MBC_w,없음,없음,없음,없음,
PEI,없음,Peiport Holdings Ltd,02885,홍콩 거래소,
BSBE,O,없음,없음,없음,
BSCM,O,없음,없음,없음,
GTPAU,O,없음,없음,없음,
GHAC,O,없음,없음,없음,
GTPB,O,없음,없음,없음,
GSEV,O,없음,없음,없음,
STRY,K,SNAX,Stryve Foods Inc,나스닥 증권거래소,
GTPBU,O,없음,없음,없음,
GTPA,O,없음,없음,없음,
STRN,O,없음,없음,없음,
ZYME,K,ZYME,자임웍스,나스닥 증권거래소,
IBDN,K,없음,없음,없음,
TSPQ,K,없음,없음,없음,
TSPQ_u,K,없음,없음,없음,
AAQC_u,K,없음,없음,없음,
AAQC,K,없음,없음,없음,
GHACU,O,없음,없음,없음,
GSEVU,O,없음,없음,없음,
SPGS,K,없음,없음,없음,
SPGS_u,K,없음,없음,없음,
IBTB,O,없음,없음,없음,
BSJM,O,없음,없음,없음,
PEI_pc,없음,없음,없음,없음,
PEI_pb,없음,없음,없음,없음,
PEI_pd,없음,없음,없음,없음,
BSMM,O,없음,없음,없음,
IBHB,K,없음,없음,없음,
PCX,O,없음,없음,없음,
ATA,없음,ATAI,ATAI 라이프 사이언시스,나스닥 증권거래소,
SCPS,O,없음,없음,없음,
SIER,O,BSRR,Sierra Bancorp,나스닥 증권거래소,
SIERU,O,없음,없음,없음,
ATA_u,없음,없음,없음,없음,
EVSTC,O,없음,없음,없음,
GGMC,O,없음,없음,없음,
PAFOR,O,없음,없음,없음,
EVGBC,O,없음,없음,없음,
EVLMC,O,없음,없음,없음,
GLHAU,O,없음,없음,없음,
GLHA,O,없음,없음,없음,
PAFOU,O,없음,없음,없음,
TRQ,없음,없음,없음,없음,
BTRS,O,없음,없음,없음,
KLAQ,O,없음,없음,없음,
KLAQU,O,없음,없음,없음,
POND_u,K,없음,없음,없음,
GGMCU,O,없음,없음,없음,
OSTRU,O,없음,없음,없음,
OSTR,O,없음,없음,없음,
WIL,없음,WILC,G 윌리-푸드 인터내셔널,나스닥 증권거래소,
COVA,O,없음,없음,없음,
DNAA,O,없음,없음,없음,
RXRAU,O,없음,없음,없음,
COVAU,O,없음,없음,없음,
COLIU,O,없음,없음,없음,
COLI,O,MITA,Coliseum Acquisition Corp,나스닥 증권거래소,
FLYA_u,K,없음,없음,없음,
RODI,K,없음,없음,없음,
VELOU,O,없음,없음,없음,
AGCB,K,없음,없음,없음,
FLYA,K,없음,없음,없음,
RXRA,O,없음,없음,없음,
VELO,O,벨로프로토콜,VELO,빗썸,
ARGU,O,없음,없음,없음,
ARGUU,O,없음,없음,없음,
MTL,없음,메탈,MTL,업비트,
AIKI,O,없음,없음,없음,
SHQAU,O,없음,없음,없음,
IIII,O,없음,없음,없음,
LGV,없음,LGVC,LAMF 글로벌 벤처스 I,나스닥 증권거래소,
IIIIU,O,없음,없음,없음,
EQHA_u,K,없음,없음,없음,
SHQA,O,없음,없음,없음,
HIIIU,O,없음,없음,없음,
MTL_p,없음,없음,없음,없음,
SCOA,O,없음,없음,없음,
DAOOU,O,없음,없음,없음,
GNACU,O,없음,없음,없음,
GNAC,O,없음,없음,없음,
DAOO,O,없음,없음,없음,
HIII,O,없음,없음,없음,
LGV_u,없음,없음,없음,없음,
HCICU,O,없음,없음,없음,
HCIIU,O,없음,없음,없음,
HCAR,O,없음,없음,없음,
DILAU,O,없음,없음,없음,
EQHA,K,없음,없음,없음,
HCII,O,없음,없음,없음,
HCIC,O,없음,없음,없음,
SCOAU,O,없음,없음,없음,
ABMD,O,없음,없음,없음,
DILA,O,없음,없음,없음,
RNWK,O,없음,없음,없음,
AFAQU,O,없음,없음,없음,
AFAQ,O,없음,없음,없음,
PSAGU,O,없음,없음,없음,
PSAG,O,없음,없음,없음,
CEY,O,없음,없음,없음,
OTIC,O,없음,없음,없음,
SPTK,O,없음,없음,없음,
SPTKU,O,없음,없음,없음,
HUGS_u,K,없음,없음,없음,
HUGS,K,없음,없음,없음,
SHCAU,O,없음,없음,없음,
SHCA,O,없음,없음,없음,
HIL,없음,HGV,Hilton Grand Vacations Inc,뉴욕 거래소,
FTVI,O,없음,없음,없음,
FWP,O,없음,없음,없음,
GACQU,O,없음,없음,없음,
EVRG,K,EVRG,에버지,나스닥 증권거래소,
FTVIU,O,없음,없음,없음,
GACQ,O,없음,없음,없음,
OMEG,O,OFLX,Omega Flex Inc,나스닥 증권거래소,
MH_pc,없음,없음,없음,없음,
GIW,O,없음,없음,없음,
GIWWU,O,없음,없음,없음,
MON,O,MOND,몬디 홀딩스,나스닥 증권거래소,
EVK,O,없음,없음,없음,
MONCU,O,없음,없음,없음,
MH_pd,없음,없음,없음,없음,
MH_pa,없음,없음,없음,없음,
AKIC,O,없음,없음,없음,
QQQE,K,QQQE,Direxion NASDAQ-100 Equal Weighted Index Shares,나스닥 증권거래소,
ISAA,O,없음,없음,없음,
MNRL,K,없음,없음,없음,
AKICU,O,없음,없음,없음,
LFG,없음,LFG투자홀딩스,03938,홍콩 거래소,
MJXL,K,없음,없음,없음,
MDH_u,없음,없음,없음,없음,
MDH,없음,없음,없음,없음,
SPKAU,O,없음,없음,없음,
SPKAR,O,없음,없음,없음,
SPK,O,SPKLU,Spark I Acquisition Units,나스닥 증권거래소,
FFHL,O,없음,없음,없음,
GIIXU,O,없음,없음,없음,
ASAX,O,Asax Co Ltd,8772,도쿄 거래소,
FACA,K,없음,없음,없음,
RBCN,O,없음,없음,없음,
ASAXU,O,없음,없음,없음,
AATC,O,없음,없음,없음,
GMTX,O,없음,없음,없음,
FACA_u,K,없음,없음,없음,
CLAS,K,Classified Group (Holdings) Ltd,08232,홍콩 거래소,
CLAS_u,K,없음,없음,없음,
GIIX,O,없음,없음,없음,
EMCF,O,없음,없음,없음,
KAIRU,O,없음,없음,없음,
KAIR,O,KACL,Kairous Acquisition Corp Ltd,나스닥 증권거래소,
DS_pd,없음,없음,없음,없음,
DS_pb,없음,없음,없음,없음,
DS_pc,없음,없음,없음,없음,
