i,이름, 코드, 거래소, koscom_day, naver_day
139,3447,3447.T,도쿄 거래소,20230331,20230331
140,9270,9270.T,도쿄 거래소,20230228,20230228
141,9450,9450.T,도쿄 거래소,20230331,20230331
142,6571,6571.T,도쿄 거래소,20230331,20230331
143,6572,6572.T,도쿄 거래소,20230228,20230228
144,6573,6573.T,도쿄 거래소,20230331,20230331
145,3490,3490.T,도쿄 거래소,20230228,20230228
146,7466,7466.T,도쿄 거래소,20230331,20230331
147,7320,7320.T,도쿄 거래소,20230331,20230331
148,9271,9271.T,도쿄 거래소,20230331,20230331
149,4381,4381.T,도쿄 거래소,20230331,20230331
150,7322,7322.T,도쿄 거래소,20230331,20230331
151,9272,9272.T,도쿄 거래소,20230331,20230331
152,6031,6031.T,도쿄 거래소,20230331,20230331
153,6574,6574.T,도쿄 거래소,20230331,20230331
154,4382,4382.T,도쿄 거래소,20230430,20230430
155,6577,6577.T,도쿄 거래소,20230430,20230430
156,6734,6734.T,도쿄 거래소,20230228,20230228
157,3276,3276.T,도쿄 거래소,20230331,20230331
158,6578,6578.T,도쿄 거래소,20230228,20230228
159,6576,6576.T,도쿄 거래소,20230331,20230331
160,4384,4384.T,도쿄 거래소,20230430,20230430
