i,이름, 코드, 거래소, koscom_day, naver_day
2497,3069,3069.T,도쿄 거래소,20230331,20230331
2498,5809,5809.T,도쿄 거래소,20230331,20230331
2499,5959,5959.T,도쿄 거래소,20230331,20230331
2500,6894,6894.T,도쿄 거래소,20230331,20230331
2501,7990,7990.T,도쿄 거래소,20230331,20230331
2502,6328,6328.T,도쿄 거래소,20230331,20230331
2503,9204,9204.T,도쿄 거래소,20230331,20230331
2504,7438,7438.T,도쿄 거래소,20230331,20230331
2505,8038,8038.T,도쿄 거래소,20230331,20230331
2506,6357,6357.T,도쿄 거래소,20230331,20230331
2507,3123,3123.T,도쿄 거래소,20230331,20230331
2508,7294,7294.T,도쿄 거래소,20230331,20230331
2509,8439,8439.T,도쿄 거래소,20230331,20230331
2510,4461,4461.T,도쿄 거래소,20230331,20230331
2511,7875,7875.T,도쿄 거래소,20230331,20230331
2512,8181,8181.T,도쿄 거래소,20230228,20230228
2513,9622,9622.T,도쿄 거래소,20230331,20230331
2514,3955,3955.T,도쿄 거래소,20230430,20230430
2515,4746,4746.T,도쿄 거래소,20230331,20230331
2516,7636,7636.T,도쿄 거래소,20230331,20230331
2517,1960,1960.T,도쿄 거래소,20230331,20230331
2518,7246,7246.T,도쿄 거래소,20230331,20230331
2519,4025,4025.T,도쿄 거래소,20230331,20230331
2520,2293,2293.T,도쿄 거래소,20230331,20230331
2521,9355,9355.T,도쿄 거래소,20230331,20230331
2522,3091,3091.T,도쿄 거래소,20230331,20230331
2523,7434,7434.T,도쿄 거래소,20230228,20230228
2524,5381,5381.T,도쿄 거래소,20230331,20230331
2525,7212,7212.T,도쿄 거래소,20230331,20230331
2526,7896,7896.T,도쿄 거래소,20230331,20230331
2527,4094,4094.T,도쿄 거래소,20230331,20230331
2528,8275,8275.T,도쿄 거래소,20230331,20230331
2529,9978,9978.T,도쿄 거래소,20230228,20230228
2530,5721,5721.T,도쿄 거래소,20230331,20230331
2531,9058,9058.T,도쿄 거래소,20230331,20230331
2532,6493,6493.T,도쿄 거래소,20230331,20230331
2533,7625,7625.T,도쿄 거래소,20230331,20230331
2534,2449,2449.T,도쿄 거래소,20230228,20230228
2535,5491,5491.T,도쿄 거래소,20230331,20230331
2536,5015,5015.T,도쿄 거래소,20230331,20230331
2537,6994,6994.T,도쿄 거래소,20230331,20230331
2538,2830,2830.T,도쿄 거래소,20230228,20230228
2539,6505,6505.T,도쿄 거래소,20230228,20230228
2540,7481,7481.T,도쿄 거래소,20230331,20230331
2541,9704,9704.T,도쿄 거래소,20230331,20230331
2542,9078,9078.T,도쿄 거래소,20230331,20230331
2543,9996,9996.T,도쿄 거래소,20230331,20230331
2544,7559,7559.T,도쿄 거래소,20230331,20230331
2545,6309,6309.T,도쿄 거래소,20230430,20230430
2546,9976,9976.T,도쿄 거래소,20230220,20230220
2547,2814,2814.T,도쿄 거래소,20230331,20230331
2548,5217,5217.T,도쿄 거래소,20230331,20230331
2549,8040,8040.T,도쿄 거래소,20230331,20230331
2550,9701,9701.T,도쿄 거래소,20230331,20230331
2551,1780,1780.T,도쿄 거래소,20230331,20230331
2552,8052,8052.T,도쿄 거래소,20230331,20230331
2553,2668,2668.T,도쿄 거래소,20230228,20230228
2554,1840,1840.T,도쿄 거래소,20230430,20230430
2555,9173,9173.T,도쿄 거래소,20230331,20230331
2556,5269,5269.T,도쿄 거래소,20230331,20230331
2557,1799,1799.T,도쿄 거래소,20230331,20230331
2558,9818,9818.T,도쿄 거래소,20230331,20230331
2559,8860,8860.T,도쿄 거래소,20230331,20230331
2560,8144,8144.T,도쿄 거래소,20230331,20230331
2561,8208,8208.T,도쿄 거래소,20230331,20230331
2562,6964,6964.T,도쿄 거래소,20230331,20230331
2563,6775,6775.T,도쿄 거래소,20230331,20230331
2564,8013,8013.T,도쿄 거래소,20230430,20230430
2565,3452,3452.T,도쿄 거래소,20230331,20230331
2566,9686,9686.T,도쿄 거래소,20230331,20230331
2567,7487,7487.T,도쿄 거래소,20230228,20230228
2568,6333,6333.T,도쿄 거래소,20230331,20230331
2569,4658,4658.T,도쿄 거래소,20230331,20230331
2570,6840,6840.T,도쿄 거래소,20230331,20230331
2571,7021,7021.T,도쿄 거래소,20230331,20230331
2572,6458,6458.T,도쿄 거래소,20230331,20230331
2573,3633,3633.T,도쿄 거래소,20230331,20230331
2574,8158,8158.T,도쿄 거래소,20230331,20230331
2575,6411,6411.T,도쿄 거래소,20230331,20230331
2576,4366,4366.T,도쿄 거래소,20230331,20230331
2577,6384,6384.T,도쿄 거래소,20230331,20230331
2578,4581,4581.T,도쿄 거래소,20230331,20230331
2579,6901,6901.T,도쿄 거래소,20230331,20230331
2580,9824,9824.T,도쿄 거래소,20230430,20230430
2581,3551,3551.T,도쿄 거래소,20230331,20230331
2582,8025,8025.T,도쿄 거래소,20230331,20230331
2583,8039,8039.T,도쿄 거래소,20230331,20230331
2584,5386,5386.T,도쿄 거래소,20230331,20230331
2585,6897,6897.T,도쿄 거래소,20230228,20230228
2586,1867,1867.T,도쿄 거래소,20230331,20230331
2587,9888,9888.T,도쿄 거래소,20230331,20230331
2588,6396,6396.T,도쿄 거래소,20230331,20230331
2589,7717,7717.T,도쿄 거래소,20230331,20230331
2590,9816,9816.T,도쿄 거래소,20230331,20230331
2591,2769,2769.T,도쿄 거래소,20230228,20230228
2592,2813,2813.T,도쿄 거래소,20230331,20230331
2593,4718,4718.T,도쿄 거래소,20230331,20230331
2594,9927,9927.T,도쿄 거래소,20230331,20230331
2595,2735,2735.T,도쿄 거래소,20230228,20230228
2596,8739,8739.T,도쿄 거래소,20230331,20230331
2597,8886,8886.T,도쿄 거래소,20230228,20230228
2598,8966,8966.T,도쿄 거래소,20221130,20221130
2599,4839,4839.T,도쿄 거래소,20230331,20230331
2600,6405,6405.T,도쿄 거래소,20230331,20230331
2601,7640,7640.T,도쿄 거래소,20230430,20230430
2602,6392,6392.T,도쿄 거래소,20230331,20230331
2603,3598,3598.T,도쿄 거래소,20230331,20230331
2604,9360,9360.T,도쿄 거래소,20230331,20230331
2605,1724,1724.T,도쿄 거래소,20230331,20230331
2606,2345,2345.T,도쿄 거래소,20230430,20230430
2607,7527,7527.T,도쿄 거래소,20230331,20230331
2608,7571,7571.T,도쿄 거래소,20230331,20230331
2609,2055,2055.T,도쿄 거래소,20230331,20230331
2610,4319,4319.T,도쿄 거래소,20230331,20230331
2611,7989,7989.T,도쿄 거래소,20230331,20230331
2612,6322,6322.T,도쿄 거래소,20230331,20230331
2613,6342,6342.T,도쿄 거래소,20230331,20230331
2614,5955,5955.T,도쿄 거래소,20230331,20230331
2615,7886,7886.T,도쿄 거래소,20230331,20230331
2616,9042,9042.T,도쿄 거래소,20230331,20230331
2617,4772,4772.T,도쿄 거래소,20230331,20230331
2618,7732,7732.T,도쿄 거래소,20230331,20230331
2619,5284,5284.T,도쿄 거래소,20230331,20230331
2620,8894,8894.T,도쿄 거래소,20230430,20230430
2621,1904,1904.T,도쿄 거래소,20230331,20230331
2622,2674,2674.T,도쿄 거래소,20230331,20230331
2623,2344,2344.T,도쿄 거래소,20230331,20230331
2624,4299,4299.T,도쿄 거래소,20230331,20230331
2625,2009,2009.T,도쿄 거래소,20230331,20230331
2626,9941,9941.T,도쿄 거래소,20230331,20230331
2627,6147,6147.T,도쿄 거래소,20230331,20230331
2628,7863,7863.T,도쿄 거래소,20230331,20230331
2629,2764,2764.T,도쿄 거래소,20230331,20230331
2630,2354,2354.T,도쿄 거래소,20230228,20230228
2631,9444,9444.T,도쿄 거래소,20230430,20230430
2632,7271,7271.T,도쿄 거래소,20230331,20230331
2633,1758,1758.T,도쿄 거래소,20230430,20230430
2634,8473,8473.T,도쿄 거래소,20230331,20230331
2635,7443,7443.T,도쿄 거래소,20230331,20230331
2636,4615,4615.T,도쿄 거래소,20230331,20230331
2637,4754,4754.T,도쿄 거래소,20230331,20230331
2638,8225,8225.T,도쿄 거래소,20230331,20230331
2639,8045,8045.T,도쿄 거래소,20230331,20230331
2640,9960,9960.T,도쿄 거래소,20221231,20221231
2641,2743,2743.T,도쿄 거래소,20230331,20230331
2642,2321,2321.T,도쿄 거래소,20230331,20230331
2643,2715,2715.T,도쿄 거래소,20230331,20230331
2644,1966,1966.T,도쿄 거래소,20230331,20230331
2645,5271,5271.T,도쿄 거래소,20230228,20230228
2646,2722,2722.T,도쿄 거래소,20230228,20230228
2647,5697,5697.T,도쿄 거래소,20230331,20230331
2648,4828,4828.T,도쿄 거래소,20230331,20230331
2649,6325,6325.T,도쿄 거래소,20230331,20230331
2650,7413,7413.T,도쿄 거래소,20230331,20230331
2651,1762,1762.T,도쿄 거래소,20230331,20230331
2652,5283,5283.T,도쿄 거래소,20230331,20230331
2653,6942,6942.T,도쿄 거래소,20230331,20230331
2654,2924,2924.T,도쿄 거래소,20230331,20230331
2655,5280,5280.T,도쿄 거래소,20230331,20230331
2656,7850,7850.T,도쿄 거래소,20230430,20230430
2657,8166,8166.T,도쿄 거래소,20230228,20230228
2658,4348,4348.T,도쿄 거래소,20230331,20230331
2659,6210,6210.T,도쿄 거래소,20230331,20230331
2660,4769,4769.T,도쿄 거래소,20230331,20230331
2661,4326,4326.T,도쿄 거래소,20230331,20230331
2662,5936,5936.T,도쿄 거래소,20230331,20230331
2663,9087,9087.T,도쿄 거래소,20230331,20230331
2664,2107,2107.T,도쿄 거래소,20230331,20230331
2665,9795,9795.T,도쿄 거래소,20230331,20230331
2666,4331,4331.T,도쿄 거래소,20230331,20230331
2667,3116,3116.T,도쿄 거래소,20230331,20230331
2668,6150,6150.T,도쿄 거래소,20230228,20230228
2669,6488,6488.T,도쿄 거래소,20230331,20230331
2670,9365,9365.T,도쿄 거래소,20230331,20230331
2671,2305,2305.T,도쿄 거래소,20230228,20230228
2672,7725,7725.T,도쿄 거래소,20230228,20230228
2673,4334,4334.T,도쿄 거래소,20230430,20230430
2674,6432,6432.T,도쿄 거래소,20230228,20230228
2675,2673,2673.T,도쿄 거래소,20230331,20230331
2676,2342,2342.T,도쿄 거래소,20230331,20230331
2677,9778,9778.T,도쿄 거래소,20230228,20230228
2678,6379,6379.T,도쿄 거래소,20230331,20230331
2679,4120,4120.T,도쿄 거래소,20230331,20230331
2680,9986,9986.T,도쿄 거래소,20230331,20230331
2681,6403,6403.T,도쿄 거래소,20230331,20230331
2682,7711,7711.T,도쿄 거래소,20230331,20230331
2683,5726,5726.T,도쿄 거래소,20230331,20230331
2684,8135,8135.T,도쿄 거래소,20230331,20230331
2685,5985,5985.T,도쿄 거래소,20230331,20230331
2686,2338,2338.T,도쿄 거래소,20230228,20230228
2687,7264,7264.T,도쿄 거래소,20230331,20230331
2688,2917,2917.T,도쿄 거래소,20230331,20230331
2689,5660,5660.T,도쿄 거래소,20230331,20230331
2690,4341,4341.T,도쿄 거래소,20230331,20230331
2691,4093,4093.T,도쿄 거래소,20230331,20230331
2692,3422,3422.T,도쿄 거래소,20230331,20230331
2693,5757,5757.T,도쿄 거래소,20230331,20230331
2694,2678,2678.T,도쿄 거래소,20230220,20230220
2695,1730,1730.T,도쿄 거래소,20230331,20230331
2696,2337,2337.T,도쿄 거래소,20230228,20230228
2697,3426,3426.T,도쿄 거래소,20230331,20230331
2698,2666,2666.T,도쿄 거래소,20230331,20230331
2699,9635,9635.T,도쿄 거래소,20230331,20230331
2700,7539,7539.T,도쿄 거래소,20230331,20230331
2701,6730,6730.T,도쿄 거래소,20230331,20230331
2702,5357,5357.T,도쿄 거래소,20230331,20230331
2703,4316,4316.T,도쿄 거래소,20230331,20230331
2704,2706,2706.T,도쿄 거래소,20230228,20230228
2705,7525,7525.T,도쿄 거래소,20230331,20230331
2706,2266,2266.T,도쿄 거래소,20230331,20230331
2707,8898,8898.T,도쿄 거래소,20230331,20230331
2708,9248,9248.T,도쿄 거래소,20230331,20230331
2709,7638,7638.T,도쿄 거래소,20230331,20230331
2710,2309,2309.T,도쿄 거래소,20230331,20230331
2711,4826,4826.T,도쿄 거래소,20230331,20230331
2712,2359,2359.T,도쿄 거래소,20230331,20230331
2713,4323,4323.T,도쿄 거래소,20230331,20230331
2714,2721,2721.T,도쿄 거래소,20230331,20230331
2715,2340,2340.T,도쿄 거래소,20230331,20230331
2716,7531,7531.T,도쿄 거래소,20230331,20230331
2717,4212,4212.T,도쿄 거래소,20230331,20230331
2718,4293,4293.T,도쿄 거래소,20230331,20230331
2719,6957,6957.T,도쿄 거래소,20230331,20230331
2720,2929,2929.T,도쿄 거래소,20230430,20230430
2721,4783,4783.T,도쿄 거래소,20230331,20230331
2722,2613,2613.T,도쿄 거래소,20230331,20230331
2723,2749,2749.T,도쿄 거래소,20230331,20230331
2724,4308,4308.T,도쿄 거래소,20230331,20230331
2725,6402,6402.T,도쿄 거래소,20230331,20230331
2726,7299,7299.T,도쿄 거래소,20230331,20230331
2727,4346,4346.T,도쿄 거래소,20230331,20230331
2728,5011,5011.T,도쿄 거래소,20230331,20230331
2729,7578,7578.T,도쿄 거래소,20230331,20230331
2730,1723,1723.T,도쿄 거래소,20230331,20230331
2731,9908,9908.T,도쿄 거래소,20230331,20230331
2732,5817,5817.T,도쿄 거래소,20230228,20230228
2733,4829,4829.T,도쿄 거래소,20230228,20230228
2734,6943,6943.T,도쿄 거래소,20230331,20230331
2735,7291,7291.T,도쿄 거래소,20230331,20230331
2736,5905,5905.T,도쿄 거래소,20230331,20230331
2737,3306,3306.T,도쿄 거래소,20230331,20230331
2738,7771,7771.T,도쿄 거래소,20230331,20230331
2739,5367,5367.T,도쿄 거래소,20230331,20230331
2740,7932,7932.T,도쿄 거래소,20230331,20230331
2741,9913,9913.T,도쿄 거래소,20230331,20230331
2742,5609,5609.T,도쿄 거래소,20230331,20230331
2743,5612,5612.T,도쿄 거래소,20230331,20230331
2744,7919,7919.T,도쿄 거래소,20230331,20230331
2745,5237,5237.T,도쿄 거래소,20230331,20230331
2746,1384,1384.T,도쿄 거래소,20230331,20230331
2747,9765,9765.T,도쿄 거래소,20230228,20230228
2748,6428,6428.T,도쿄 거래소,20230331,20230331
2749,6294,6294.T,도쿄 거래소,20230331,20230331
2750,6125,6125.T,도쿄 거래소,20230331,20230331
2751,6492,6492.T,도쿄 거래소,20230228,20230228
2752,3892,3892.T,도쿄 거래소,20230228,20230228
2753,9063,9063.T,도쿄 거래소,20230331,20230331
2754,6819,6819.T,도쿄 거래소,20230331,20230331
2755,3111,3111.T,도쿄 거래소,20230331,20230331
2756,5816,5816.T,도쿄 거래소,20230331,20230331
2757,5987,5987.T,도쿄 거래소,20230331,20230331
2758,6858,6858.T,도쿄 거래소,20230331,20230331
2759,3604,3604.T,도쿄 거래소,20230331,20230331
2760,2700,2700.T,도쿄 거래소,20230331,20230331
2761,9709,9709.T,도쿄 거래소,20230331,20230331
2762,8742,8742.T,도쿄 거래소,20230331,20230331
2763,5355,5355.T,도쿄 거래소,20230331,20230331
2764,4923,4923.T,도쿄 거래소,20230331,20230331
2765,7377,7377.T,도쿄 거래소,20230331,20230331
2766,5942,5942.T,도쿄 거래소,20230228,20230228
2767,7722,7722.T,도쿄 거래소,20230331,20230331
2768,6494,6494.T,도쿄 거래소,20230331,20230331
2769,8174,8174.T,도쿄 거래소,20230331,20230331
2770,9990,9990.T,도쿄 거래소,20230331,20230331
2771,9698,9698.T,도쿄 거래소,20230331,20230331
2772,5262,5262.T,도쿄 거래소,20230331,20230331
2773,2349,2349.T,도쿄 거래소,20230331,20230331
2774,2325,2325.T,도쿄 거래소,20230331,20230331
2775,4119,4119.T,도쿄 거래소,20230331,20230331
2776,8115,8115.T,도쿄 거래소,20230331,20230331
2777,7446,7446.T,도쿄 거래소,20230331,20230331
2778,5484,5484.T,도쿄 거래소,20230331,20230331
2779,6993,6993.T,도쿄 거래소,20230331,20230331
2780,6455,6455.T,도쿄 거래소,20230331,20230331
2781,7923,7923.T,도쿄 거래소,20230331,20230331
2782,9729,9729.T,도쿄 거래소,20230331,20230331
2783,9761,9761.T,도쿄 거래소,20230331,20230331
2784,3577,3577.T,도쿄 거래소,20230331,20230331
2785,9782,9782.T,도쿄 거래소,20230331,20230331
2786,6121,6121.T,도쿄 거래소,20230331,20230331
2787,9127,9127.T,도쿄 거래소,20230331,20230331
2788,1828,1828.T,도쿄 거래소,20230331,20230331
2789,9644,9644.T,도쿄 거래소,20230331,20230331
2790,7619,7619.T,도쿄 거래소,20230331,20230331
2791,7268,7268.T,도쿄 거래소,20230331,20230331
2792,6803,6803.T,도쿄 거래소,20230331,20230331
2793,4886,4886.T,도쿄 거래소,20230331,20230331
2794,7217,7217.T,도쿄 거래소,20230331,20230331
2795,2751,2751.T,도쿄 거래소,20230430,20230430
2796,4837,4837.T,도쿄 거래소,20230331,20230331
2797,7980,7980.T,도쿄 거래소,20230331,20230331
2798,6776,6776.T,도쿄 거래소,20230331,20230331
2799,6769,6769.T,도쿄 거래소,20230331,20230331
2800,3121,3121.T,도쿄 거래소,20230331,20230331
2801,7544,7544.T,도쿄 거래소,20230228,20230228
2802,5542,5542.T,도쿄 거래소,20230331,20230331
2803,4098,4098.T,도쿄 거래소,20230331,20230331
2804,6466,6466.T,도쿄 거래소,20230331,20230331
2805,8421,8421.T,도쿄 거래소,20230331,20230331
2806,5973,5973.T,도쿄 거래소,20230331,20230331
2807,7472,7472.T,도쿄 거래소,20230331,20230331
2808,6666,6666.T,도쿄 거래소,20230331,20230331
2809,9036,9036.T,도쿄 거래소,20230331,20230331
2810,7422,7422.T,도쿄 거래소,20230320,20230320
2811,4333,4333.T,도쿄 거래소,20230331,20230331
2812,6032,6032.T,도쿄 거래소,20230331,20230331
2813,5010,5010.T,도쿄 거래소,20230331,20230331
2814,5753,5753.T,도쿄 거래소,20230331,20230331
2815,7545,7545.T,도쿄 거래소,20230520,20230520
2816,8881,8881.T,도쿄 거래소,20230331,20230331
2817,6380,6380.T,도쿄 거래소,20230331,20230331
2818,6513,6513.T,도쿄 거래소,20230331,20230331
2819,7490,7490.T,도쿄 거래소,20230331,20230331
2820,3954,3954.T,도쿄 거래소,20230331,20230331
2821,1736,1736.T,도쿄 거래소,20230331,20230331
2822,7727,7727.T,도쿄 거래소,20230331,20230331
2823,5986,5986.T,도쿄 거래소,20230331,20230331
2824,6360,6360.T,도쿄 거래소,20230331,20230331
2825,7899,7899.T,도쿄 거래소,20230430,20230430
2826,6772,6772.T,도쿄 거래소,20230331,20230331
2827,1871,1871.T,도쿄 거래소,20230331,20230331
2828,4766,4766.T,도쿄 거래소,20230331,20230331
2829,2726,2726.T,도쿄 거래소,20230228,20230228
2830,9366,9366.T,도쿄 거래소,20230331,20230331
2831,6927,6927.T,도쿄 거래소,20230331,20230331
2832,6879,6879.T,도쿄 거래소,20230331,20230331
2833,4337,4337.T,도쿄 거래소,20230331,20230331
2834,2760,2760.T,도쿄 거래소,20230331,20230331
2835,2818,2818.T,도쿄 거래소,20230331,20230331
2836,6731,6731.T,도쿄 거래소,20230331,20230331
2837,9193,9193.T,도쿄 거래소,20230331,20230331
2838,8737,8737.T,도쿄 거래소,20230331,20230331
2839,4996,4996.T,도쿄 거래소,20230430,20230430
2840,2695,2695.T,도쿄 거래소,20230430,20230430
2841,3004,3004.T,도쿄 거래소,20230331,20230331
2842,2300,2300.T,도쿄 거래소,20230228,20230228
2843,8291,8291.T,도쿄 거래소,20230331,20230331
2844,9723,9723.T,도쿄 거래소,20230331,20230331
2845,5903,5903.T,도쿄 거래소,20230331,20230331
2846,6264,6264.T,도쿄 거래소,20230228,20230228
2847,2653,2653.T,도쿄 거래소,20230228,20230228
2848,2737,2737.T,도쿄 거래소,20230331,20230331
2849,8119,8119.T,도쿄 거래소,20230331,20230331
2850,4771,4771.T,도쿄 거래소,20230331,20230331
2851,7296,7296.T,도쿄 거래소,20230331,20230331
2852,2767,2767.T,도쿄 거래소,20230331,20230331
2853,5994,5994.T,도쿄 거래소,20230331,20230331
2854,7730,7730.T,도쿄 거래소,20230228,20230228
2855,2330,2330.T,도쿄 거래소,20230331,20230331
2856,9445,9445.T,도쿄 거래소,20230331,20230331
2857,5212,5212.T,도쿄 거래소,20230331,20230331
2858,9967,9967.T,도쿄 거래소,20230331,20230331
2859,4633,4633.T,도쿄 거래소,20230331,20230331
2860,5189,5189.T,도쿄 거래소,20230331,20230331
2861,6400,6400.T,도쿄 거래소,20230331,20230331
2862,7255,7255.T,도쿄 거래소,20230331,20230331
2863,9353,9353.T,도쿄 거래소,20230331,20230331
2864,2752,2752.T,도쿄 거래소,20230331,20230331
2865,6387,6387.T,도쿄 거래소,20230430,20230430
2866,6347,6347.T,도쿄 거래소,20230331,20230331
2867,2659,2659.T,도쿄 거래소,20230228,20230228
2868,2307,2307.T,도쿄 거래소,20230331,20230331
2869,8903,8903.T,도쿄 거래소,20230331,20230331
2870,4848,4848.T,도쿄 거래소,20230331,20230331
2871,5990,5990.T,도쿄 거래소,20230315,20230315
2872,2762,2762.T,도쿄 거래소,20230331,20230331
2873,8462,8462.T,도쿄 거래소,20230331,20230331
2874,3945,3945.T,도쿄 거래소,20230331,20230331
2875,4320,4320.T,도쿄 거래소,20230331,20230331
2876,7922,7922.T,도쿄 거래소,20230331,20230331
2877,2301,2301.T,도쿄 거래소,20230430,20230430
2878,7745,7745.T,도쿄 거래소,20230331,20230331
2879,6785,6785.T,도쿄 거래소,20230331,20230331
2880,6417,6417.T,도쿄 거래소,20230331,20230331
2881,8147,8147.T,도쿄 거래소,20230331,20230331
2882,4345,4345.T,도쿄 거래소,20230331,20230331
2883,8138,8138.T,도쿄 거래소,20230331,20230331
2884,6898,6898.T,도쿄 거래소,20230430,20230430
2885,4335,4335.T,도쿄 거래소,20230331,20230331
2886,4286,4286.T,도쿄 거래소,20230331,20230331
2887,5695,5695.T,도쿄 거래소,20230331,20230331
2888,2692,2692.T,도쿄 거래소,20230331,20230331
2889,4813,4813.T,도쿄 거래소,20230430,20230430
2890,2351,2351.T,도쿄 거래소,20230331,20230331
2891,6307,6307.T,도쿄 거래소,20230331,20230331
2892,2599,2599.T,도쿄 거래소,20230331,20230331
2893,8798,8798.T,도쿄 거래소,20230331,20230331
2894,4355,4355.T,도쿄 거래소,20230430,20230430
2895,2335,2335.T,도쿄 거래소,20230331,20230331
2896,6518,6518.T,도쿄 거래소,20230331,20230331
2897,3834,3834.T,도쿄 거래소,20230331,20230331
2898,8908,8908.T,도쿄 거래소,20230228,20230228
2899,4973,4973.T,도쿄 거래소,20230331,20230331
2900,1788,1788.T,도쿄 거래소,20230331,20230331
2901,4298,4298.T,도쿄 거래소,20230331,20230331
2902,2332,2332.T,도쿄 거래소,20230331,20230331
2903,4751,4751.T,도쿄 거래소,20230331,20230331
2904,2652,2652.T,도쿄 거래소,20230331,20230331
2905,4318,4318.T,도쿄 거래소,20230331,20230331
2906,8904,8904.T,도쿄 거래소,20230228,20230228
2907,5958,5958.T,도쿄 거래소,20230331,20230331
2908,4776,4776.T,도쿄 거래소,20230331,20230331
2909,4343,4343.T,도쿄 거래소,20230228,20230228
2910,1841,1841.T,도쿄 거래소,20230331,20230331
2911,9776,9776.T,도쿄 거래소,20230331,20230331
2912,6786,6786.T,도쿄 거래소,20230331,20230331
2913,9788,9788.T,도쿄 거래소,20230331,20230331
2914,8905,8905.T,도쿄 거래소,20230228,20230228
2915,8893,8893.T,도쿄 거래소,20230331,20230331
2916,7938,7938.T,도쿄 거래소,20230331,20230331
2917,9377,9377.T,도쿄 거래소,20230331,20230331
2918,2903,2903.T,도쿄 거래소,20230331,20230331
2919,7018,7018.T,도쿄 거래소,20230331,20230331
2920,1787,1787.T,도쿄 거래소,20230331,20230331
2921,6743,6743.T,도쿄 거래소,20230331,20230331
2922,8887,8887.T,도쿄 거래소,20230228,20230228
2923,7445,7445.T,도쿄 거래소,20230228,20230228
2924,4760,4760.T,도쿄 거래소,20230228,20230228
2925,4235,4235.T,도쿄 거래소,20230331,20230331
2926,5395,5395.T,도쿄 거래소,20230331,20230331
2927,2753,2753.T,도쿄 거래소,20230331,20230331
2928,9044,9044.T,도쿄 거래소,20230331,20230331
2929,8023,8023.T,도쿄 거래소,20230331,20230331
2930,4301,4301.T,도쿄 거래소,20230331,20230331
2931,1783,1783.T,도쿄 거래소,20230331,20230331
2932,9691,9691.T,도쿄 거래소,20230331,20230331
2933,4971,4971.T,도쿄 거래소,20230331,20230331
2934,2395,2395.T,도쿄 거래소,20230331,20230331
2935,4563,4563.T,도쿄 거래소,20230331,20230331
2936,9034,9034.T,도쿄 거래소,20230331,20230331
2937,4629,4629.T,도쿄 거래소,20230331,20230331
2938,5922,5922.T,도쿄 거래소,20230331,20230331
2939,9446,9446.T,도쿄 거래소,20230331,20230331
2940,4350,4350.T,도쿄 거래소,20230331,20230331
2941,2750,2750.T,도쿄 거래소,20230331,20230331
2942,8889,8889.T,도쿄 거래소,20230331,20230331
2943,9142,9142.T,도쿄 거래소,20230331,20230331
2944,5380,5380.T,도쿄 거래소,20230331,20230331
2945,4845,4845.T,도쿄 거래소,20230331,20230331
2946,2736,2736.T,도쿄 거래소,20230228,20230228
2947,4356,4356.T,도쿄 거래소,20230331,20230331
2948,2303,2303.T,도쿄 거래소,20230228,20230228
2949,6787,6787.T,도쿄 거래소,20230331,20230331
2950,7228,7228.T,도쿄 거래소,20230331,20230331
2951,7567,7567.T,도쿄 거래소,20230331,20230331
2952,6706,6706.T,도쿄 거래소,20230331,20230331
2953,7607,7607.T,도쿄 거래소,20230228,20230228
2954,2341,2341.T,도쿄 거래소,20230228,20230228
2955,6699,6699.T,도쿄 거래소,20230331,20230331
2956,8891,8891.T,도쿄 거래소,20230331,20230331
2957,2654,2654.T,도쿄 거래소,20230331,20230331
2958,6778,6778.T,도쿄 거래소,20230430,20230430
2959,1776,1776.T,도쿄 거래소,20230331,20230331
2960,6495,6495.T,도쿄 거래소,20230331,20230331
2961,7928,7928.T,도쿄 거래소,20230228,20230228
2962,9110,9110.T,도쿄 거래소,20230331,20230331
2963,4288,4288.T,도쿄 거래소,20230331,20230331
2964,8411,8411.T,도쿄 거래소,20230331,20230331
2965,6319,6319.T,도쿄 거래소,20230331,20230331
2966,9449,9449.T,도쿄 거래소,20230331,20230331
2967,7847,7847.T,도쿄 거래소,20230228,20230228
2968,2742,2742.T,도쿄 거래소,20230228,20230228
2969,7427,7427.T,도쿄 거래소,20230228,20230228
2970,9543,9543.T,도쿄 거래소,20230331,20230331
2971,4327,4327.T,도쿄 거래소,20230331,20230331
2972,6049,6049.T,도쿄 거래소,20230430,20230430
2973,9478,9478.T,도쿄 거래소,20230331,20230331
2974,4990,4990.T,도쿄 거래소,20230331,20230331
2975,5103,5103.T,도쿄 거래소,20230331,20230331
2976,4752,4752.T,도쿄 거래소,20230331,20230331
2977,6339,6339.T,도쿄 거래소,20230331,20230331
2978,3423,3423.T,도쿄 거래소,20230331,20230331
2979,4958,4958.T,도쿄 거래소,20230331,20230331
2980,4763,4763.T,도쿄 거래소,20230228,20230228
2981,7877,7877.T,도쿄 거래소,20230331,20230331
2982,4784,4784.T,도쿄 거래소,20230331,20230331
2983,2326,2326.T,도쿄 거래소,20230331,20230331
2984,4819,4819.T,도쿄 거래소,20230331,20230331
2985,4310,4310.T,도쿄 거래소,20230331,20230331
2986,4840,4840.T,도쿄 거래소,20230331,20230331
2987,2590,2590.T,도쿄 거래소,20230420,20230420
2988,6737,6737.T,도쿄 거래소,20230331,20230331
2989,4770,4770.T,도쿄 거래소,20230331,20230331
2990,7841,7841.T,도쿄 거래소,20230331,20230331
2991,3762,3762.T,도쿄 거래소,20230331,20230331
2992,4284,4284.T,도쿄 거래소,20230331,20230331
2993,4849,4849.T,도쿄 거래소,20230331,20230331
2994,6928,6928.T,도쿄 거래소,20230331,20230331
2995,2311,2311.T,도쿄 거래소,20230331,20230331
