i,코드,상품명,거래소,error
2204,7513.T,7513,도쿄 거래소,unknown error
2391,8163.T,8163,도쿄 거래소,unknown error
3311,9380.T,9380,도쿄 거래소,unknown error
3647,6067.T,,,unknown error
3672,3282.T,,,unknown error
3811,6037.T,6037,도쿄 거래소,unknown error
3859,6172.T,,,unknown error
