i,코드,이름,
10007,VLN,발렌스 세미컨덕터
10194,WBX,월박스
10231,WFC PR A,웰스파고 우선주 시리즈 AA 4.7%
10232,WFC PR C,웰스파고 우선주 시리즈 CC 4.375%
10233,WFC PR D,웰스파고 우선주 시리즈 DD 4.25%
10354,WTID,MicroSectors Energy 3X Inverse Leveraged Notes due January 29 2043
10355,WTIU,MicroSectors Energy 3X Leveraged Notes due January 29 2043
10369,WUCT,ETRACS Whitney US Critical Technologies Index ETN
10381,WWR,웨스트워터 리소시스
10417,XELAP,엑셀라 테크놀로지스 우선주 시리즈 B 6.00%
10575,YS,YS 바이오파머
10588,ZAPP,잽 일렉트릭 비이클스 그룹 Class A
10643,ZYME,자임웍스
