i,코드,상품명,거래소,error
427,5582.T,,,unknown error
505,9162.T,KOSEF 코스닥150선물인버스,코스피,unknown error
609,9213.T,9213,도쿄 거래소,unknown error
615,5885.T,5885,도쿄 거래소,unknown error
626,7409.T,켄코아에어로스페이스,코스닥,unknown error
724,5580.T,5580,도쿄 거래소,unknown error
769,5884.T,5884,도쿄 거래소,unknown error
773,5533.T,5533,도쿄 거래소,unknown error
1003,1954.T,일지테크,코스닥,unknown error
1282,6164.T,6164,도쿄 거래소,unknown error
